Dataset,Model,5 Total transit stop count,Predicted Value
Mornings,LightGBM,14.404040404040403,684.1649662366999
Mornings,LightGBM,14.636363636363637,687.0941374678667
Mornings,LightGBM,14.868686868686869,687.0941374678667
Mornings,LightGBM,15.1010101010101,687.0941374678667
Mornings,LightGBM,15.333333333333334,687.0941374678667
Mornings,LightGBM,15.565656565656566,796.2294828382318
Mornings,LightGBM,15.797979797979798,796.2294828382318
Mornings,LightGBM,16.03030303030303,796.2294828382318
Mornings,LightGBM,16.262626262626263,796.2294828382318
Mornings,LightGBM,16.494949494949495,796.2294828382318
Mornings,LightGBM,16.727272727272727,795.9927615562935
Mornings,LightGBM,16.95959595959596,795.9927615562935
Mornings,LightGBM,17.19191919191919,795.9927615562935
Mornings,LightGBM,17.424242424242426,795.9927615562935
Mornings,LightGBM,17.656565656565657,795.9927615562935
Mornings,LightGBM,17.88888888888889,795.9927615562935
Mornings,LightGBM,18.12121212121212,795.9927615562935
Mornings,LightGBM,18.353535353535353,795.9927615562935
Mornings,LightGBM,18.585858585858585,795.9927615562935
Mornings,LightGBM,18.818181818181817,795.9927615562935
Mornings,LightGBM,19.050505050505052,795.9927615562935
Mornings,LightGBM,19.282828282828284,795.9927615562935
Mornings,LightGBM,19.515151515151516,795.9927615562935
Mornings,LightGBM,19.747474747474747,795.9927615562935
Mornings,LightGBM,19.97979797979798,795.9927615562935
Mornings,LightGBM,20.21212121212121,795.9927615562935
Mornings,LightGBM,20.444444444444443,795.9927615562935
Mornings,LightGBM,20.67676767676768,795.9927615562935
Mornings,LightGBM,20.90909090909091,795.9927615562935
Mornings,LightGBM,21.141414141414142,795.9927615562935
Mornings,LightGBM,21.373737373737374,795.9927615562935
Mornings,LightGBM,21.606060606060606,816.602216452872
Mornings,LightGBM,21.838383838383837,816.602216452872
Mornings,LightGBM,22.07070707070707,816.602216452872
Mornings,LightGBM,22.303030303030305,816.602216452872
Mornings,LightGBM,22.535353535353536,816.602216452872
Mornings,LightGBM,22.767676767676768,816.602216452872
Mornings,LightGBM,23.0,816.602216452872
Mornings,XGBoost,0.0,669.8727416992188
Mornings,XGBoost,0.23232323232323232,669.8727416992188
Mornings,XGBoost,0.46464646464646464,669.8727416992188
Mornings,XGBoost,0.696969696969697,669.8727416992188
