Dataset,Model,Wind speed,Predicted Value
All,XGBoost,9.633030303030303,567.7830810546875
All,XGBoost,9.774545454545454,569.744873046875
All,XGBoost,9.916060606060606,569.744873046875
All,XGBoost,10.057575757575757,569.744873046875
All,XGBoost,10.19909090909091,569.5707397460938
All,XGBoost,10.34060606060606,569.5707397460938
All,XGBoost,10.482121212121212,569.5707397460938
All,XGBoost,10.623636363636363,569.5707397460938
All,XGBoost,10.765151515151514,571.0504760742188
All,XGBoost,10.906666666666666,571.0504760742188
All,XGBoost,11.048181818181817,571.0504760742188
All,XGBoost,11.18969696969697,571.0504760742188
All,XGBoost,11.33121212121212,571.0504760742188
All,XGBoost,11.472727272727273,571.0504760742188
All,XGBoost,11.614242424242423,571.0504760742188
All,XGBoost,11.755757575757576,571.0504760742188
All,XGBoost,11.897272727272727,571.0504760742188
All,XGBoost,12.038787878787879,571.0504760742188
All,XGBoost,12.18030303030303,571.0504760742188
All,XGBoost,12.32181818181818,571.0504760742188
All,XGBoost,12.463333333333333,571.0504760742188
All,XGBoost,12.604848484848484,571.0504760742188
All,XGBoost,12.746363636363636,571.0504760742188
All,XGBoost,12.887878787878787,571.0504760742188
All,XGBoost,13.02939393939394,571.0504760742188
All,XGBoost,13.17090909090909,571.0504760742188
All,XGBoost,13.312424242424242,571.0504760742188
All,XGBoost,13.453939393939393,571.0504760742188
All,XGBoost,13.595454545454546,571.0504760742188
All,XGBoost,13.736969696969696,571.0504760742188
All,XGBoost,13.878484848484847,571.0504760742188
All,XGBoost,14.02,571.0504760742188
Lunches,CatBoost,0.415,1100.408278058455
Lunches,CatBoost,0.530530303030303,1100.408278058455
Lunches,CatBoost,0.646060606060606,1102.590476515748
Lunches,CatBoost,0.761590909090909,1102.590476515748
Lunches,CatBoost,0.8771212121212121,1105.56282100476
Lunches,CatBoost,0.9926515151515152,1148.434020695489
Lunches,CatBoost,1.1081818181818182,1120.8199685168304
Lunches,CatBoost,1.2237121212121211,1121.214686061115
Lunches,CatBoost,1.3392424242424241,1127.7245314238573
Lunches,CatBoost,1.4547727272727273,1127.1662815434825
Lunches,CatBoost,1.5703030303030303,1122.6723629181608
Lunches,CatBoost,1.6858333333333333,1122.3752258274126
Lunches,CatBoost,1.8013636363636363,1122.3943625420645
Lunches,CatBoost,1.9168939393939393,1122.1378123146897
Lunches,CatBoost,2.0324242424242422,1124.6125472884057
